id,name,genres
29kkCKKGXheHuoO829FxWK,Boston,"['album rock', 'classic rock', 'glam metal', 'hard rock', 'mellow gold', 'rock', 'soft rock']"
7dOBabd5O4CvKrg4iriHTM,Kid Rock,['nu metal']
3vAaWhdBR38Q02ohXqaNHT,The All-American Rejects,"['alternative metal', 'modern rock', 'neo mellow', 'neon pop punk', 'pop punk', 'pop rock', 'post-grunge']"
0UAfgrYSLcjHNocndTNjhH,Dybbukk,"['sad lo-fi', 'slowed and reverb', 'sped up']"
2hl0xAkS2AIRAu23TVMBG1,Kansas,"['album rock', 'classic rock', 'hard rock', 'heartland rock', 'mellow gold', 'progressive rock', 'rock', 'soft rock']"
5BMgsAFg8rZQc3tqs5BB8G,Mecano,"['cantautor', 'latin alternative', 'latin pop', 'rock en espanol', 'spanish pop', 'spanish pop rock']"
3RwQ26hR2tJtA8F9p2n7jG,The Temptations,"['classic soul', 'memphis soul', 'motown', 'soul']"
34jw2BbxjoYalTp8cJFCPv,Heart,"['album rock', 'classic rock', 'glam metal', 'hard rock', 'heartland rock', 'mellow gold', 'new wave pop', 'rock', 'singer-songwriter', 'soft rock']"
3iMzbvXlgNUpoFccD60bvr,Prezioso,['italo dance']
4TKTii6gnOnUXQHyuo9JaD,Sheryl Crow,"['lilith', 'new wave pop', 'permanent wave', 'pop rock', 'singer-songwriter']"
5spEJXLwD1sKUdC2bnOHPg,Bone Thugs-N-Harmony,"['gangster rap', 'hardcore hip hop', 'hip hop', 'ohio hip hop', 'rap']"
3Ngh2zDBRPEriyxQDAMKd1,Matchbox Twenty,"['neo mellow', 'pop rock', 'post-grunge']"
5xmZKWPhiMa6sD84Efjrh9,kevoxx,['sped up']
5Wg6XnPTp0xXxFCjywwR9I,Eddie Santiago,"['salsa', 'salsa puertorriquena', 'tropical']"
3MdG05syQeRYPPcClLaUGl,Diana Ross,"['adult standards', 'disco', 'motown', 'quiet storm', 'soft rock', 'soul']"
4tujQJicOnuZRLiBFdp3Ou,Xzibit,"['detroit hip hop', 'g funk', 'gangster rap', 'hardcore hip hop', 'hip hop', 'west coast rap']"
0OcclcP5o8VKH2TRqSY2A7,Howard Shore,"['canadian classical', 'canadian soundtrack', 'middle earth', 'orchestral soundtrack', 'scorecore', 'soundtrack']"
0YWxKQj2Go9CGHCp77UOyy,Fabolous,"['gangster rap', 'hip hop', 'pop rap', 'rap', 'trap', 'urban contemporary']"
0vRvGUQVUjytro0xpb26bs,Arizona Zervas,"['indie pop rap', 'pop rap', 'rhode island rap']"
2yMN0IP20GOaN6q0p0zL5k,Tarkan,['turkish pop']
7FY5V3XMwlNBPitEjXowHQ,Darius Rucker,"['black americana', 'contemporary country', 'country', 'country road', 'modern country rock']"
4cMwyqmHCwJjRZ3frIVHTr,Müslüm Gürses,['arabesk']
4dLvccxeQIM5u80Ri0u9OV,Frankie Ruiz,"['salsa', 'salsa puertorriquena', 'tropical']"
7dzq55YG3wjViqexDwiycQ,Ivete Sangalo,"['arrocha', 'axe', 'mpb', 'pagode', 'pop nacional', 'samba reggae', 'sertanejo universitario']"
2JY5qzEozvTdogkDTkkOMf,The Wiggles,"[""australian children's music"", ""children's music""]"
25IG9fa7cbdmCIy3OnuH57,The Chicks,"['contemporary country', 'country', 'country dawn']"
4OgNARLQSC4yy7Dsa5cqxx,Yuri,"['latin pop', 'mexican pop']"
5T2I75UlGBcWd5nVyfmL13,Mika Singh,"['filmi', 'modern bollywood']"
3yHLsTJ9OZ19qwY1Q5BEQJ,Binomio de Oro de América,['vallenato']
7u6LfVyYpEzMpHLL7jTyvU,Dwele,"['neo soul', 'urban contemporary']"
0sSxphmGskGCKlwB9xa6WU,Himesh Reshammiya,"['filmi', 'modern bollywood']"
6pRi6EIPXz4QJEOEsBaA0m,Chris Tomlin,"['ccm', 'christian alternative rock', 'christian music']"
5dmU7FrmtbQaSzIvGsE4Jp,Pancho Barraza,"['banda', 'musica mexicana']"
1QL7yTHrdahRMpvNtn6rI2,George Frideric Handel,"['baroque', 'classical', 'early music', 'english baroque', 'german baroque']"
4BwiodzEp9Hwes5HeFjMVK,Pesado,"['banda', 'musica mexicana', 'norteno']"
1U5zgr455OGyIkLNXvDdrf,Traditional,"['gregorian chant', 'hengelliset laulut', 'puirt-a-beul']"
24z2EWgF5nVUKnbJHd9ku2,Grupo Laberinto,"['cumbia sonorense', 'musica sonorense', 'norteno', 'tecnobanda', 'tejano']"
1nIUhcKHnK6iyumRyoV68C,Ennio Morricone,"['classic soundtrack', 'italian soundtrack', 'orchestral soundtrack', 'vintage italian soundtrack']"
0i1s9WcIu0PrUvHzALgofo,Seu Jorge,"['mpb', 'samba-rock']"
5l8VQNuIg0turYE1VtM9zV,Leonard Cohen,"['canadian singer-songwriter', 'melancholia', 'permanent wave', 'singer-songwriter']"
2WKdxPFRD7IqZvlIAvhMgY,Fugees,"['east coast hip hop', 'hip hop', 'neo soul', 'new jersey rap']"
5aYyPjAsLj7UzANzdupwnS,Good Charlotte,"['alternative metal', 'modern rock', 'neon pop punk', 'pop punk', 'pop rock', 'post-grunge']"
1DFr97A9HnbV3SKTJFu62M,Motörhead,"['alternative metal', 'hard rock', 'metal', 'rock', 'speed metal']"
2NPduAUeLVsfIauhRwuft1,Nightwish,"['fantasy metal', 'finnish metal', 'finnish power metal', 'gothic metal', 'gothic symphonic metal', 'opera metal', 'power metal', 'symphonic metal']"
4ssUf5gLb1GBLxi1BhPrVt,Jorge Drexler,"['cantautor', 'latin afrobeat', 'latin alternative', 'latin rock', 'nueva cancion', 'trova']"
4TMHGUX5WI7OOm53PqSDAT,Grateful Dead,"['cosmic american', 'jam band', 'psychedelic rock']"
7B4hKK0S9QYnaoqa9OuwgX,Eazy-E,"['g funk', 'gangster rap', 'hip hop', 'rap', 'west coast rap']"
0JDkhL4rjiPNEp92jAgJnS,Roy Orbison,"['adult standards', 'classic rock', 'folk rock', 'mellow gold', 'rock-and-roll', 'rockabilly', 'singer-songwriter']"
7crPfGd2k81ekOoSqQKWWz,Stevie Nicks,['heartland rock']
4lYtGx5NZQJHsMyhHc5iz3,The Cramps,"['garage rock', 'gothabilly', 'post-punk', 'psychobilly', 'punk']"
59r5UU2HOytn9V5uMZ5Vur,Daniel Hope,['violin']
7ohlPA8dRBtCf92zaZCaaB,Crowded House,"['australian rock', 'permanent wave']"
6NUhQz7eAEsZvjEHTKHux9,Sir Neville Marriner,"['classical performance', 'orchestral performance']"
2AcBhTO6Q3zzUrfPKmskp3,Arthur Conan Doyle,"['hoerspiel', 'writing']"
57ylwQTnFnIhJh4nu4rxCs,In Flames,"['alternative metal', 'gothenburg metal', 'melodic death metal', 'melodic metalcore', 'metal', 'swedish alternative rock', 'swedish death metal', 'swedish melodeath', 'swedish metal']"
0HlxL5hisLf59ETEPM3cUA,Scooter,"['eurodance', 'german techno', 'hamburg electronic', 'happy hardcore']"
5IFCkqu9J6xdWeYMk5I889,Gloria Estefan,"['new wave pop', 'soft rock']"
0grdhNhiRLFBaFVyybqsj6,Richard Marx,"['new wave pop', 'soft rock']"
5rrmaoBXZ7Jcs4Qb77j0YA,Djavan,"['mpb', 'musica alagoana']"
6GEykX11lQqp92UVOQQCC7,DJ Premier,"['east coast hip hop', 'instrumental hip hop', 'jazz boom bap', 'turntablism']"
5KEG7G8LDYlHgFDqZyEEs2,Chris Rea,"['soft rock', 'sophisti-pop']"
5Qi4Bb7a8C0a00NZcA77L0,D12,"['detroit hip hop', 'gangster rap', 'hip hop']"
2Htm0q72SjGSmsy8EOIhRG,Los Palmeras,"['cuarteto', 'cumbia santafesina']"
7r8RF1tN2A4CiGEplkp1oP,Ginuwine,"['contemporary r&b', 'hip pop', 'r&b', 'urban contemporary']"
1RnHJ07H3jcpay9PrUPjnt,Raça Negra,"['pagode', 'sertanejo', 'sertanejo universitario']"
5RwfJb8wxN1fuodcPORVxP,José Luis Perales,"['cancion melodica', 'latin pop', 'ranchera']"
4qwGe91Bz9K2T8jXTZ815W,Janet Jackson,"['dance pop', 'r&b', 'urban contemporary']"
6vbY3hOaCAhC7VjucswgdS,Twista,"['chicago rap', 'dirty south rap', 'gangster rap', 'trap']"
2z2TRvloJt4EfUNQp9rHAi,Alonzo,"['french hip hop', 'pop urbaine', 'r&b francais', 'rap marseille']"
40KlwpvpKEQtZTJgbml8lT,Teoman,['turkish rock']
7wOZy3KdFVVINgNFFxkxwO,Jerry Rivera,"['latin pop', 'puerto rican pop', 'salsa', 'salsa puertorriquena', 'tropical']"
4sb7rZNN93BSS6Gqgepo4v,Too $hort,"['cali rap', 'gangster rap', 'golden age hip hop', 'hyphy', 'oakland hip hop', 'west coast rap']"
13or1Wf6ipcvSIiurZATvw,La Sonora Dinamita,"['cumbia', 'ranchera', 'salsa colombiana', 'tropical']"
2UqjDAXnDxejEyE0CzfUrZ,Robert Schumann,"['early romantic era', 'german romanticism']"
3PhL2Vdao2v8SS8AptuhAr,James Horner,"['orchestral soundtrack', 'soundtrack']"
7gfkYbxpguEc9bm6m8TpAr,Chitãozinho & Xororó,"['agronejo', 'sertanejo', 'sertanejo tradicional', 'sertanejo universitario']"
2YTyoyU90b3CF5x91YjVaQ,Playero,['reggaeton']
2T06whb4s6UiufL1j5Qtz9,José Alfredo Jimenez,"['mariachi', 'musica mexicana', 'norteno', 'ranchera']"
436sYg6CZhNefQJogaXeK0,Camille Saint-Saëns,"['classical', 'french romanticism', 'late romantic era']"
75jNCko3SnEMI5gwGqrbb8,Tammi Terrell,"['classic soul', 'motown', 'soul', 'southern soul']"
6bGOmNBU1AOgttgOjh0ldf,Ati242,['turkish hip hop']
0fdpJLsenUo15X3dPPWJSR,Los Angeles De Charly,"['cumbia sonidera', 'musica mexicana', 'norteno', 'ranchera']"
1ZMJSCQw8DIefcLb1FIpY0,Los Dareyes De La Sierra,"['classic sierreno', 'corrido', 'corridos tumbados', 'musica mexicana', 'sierreno']"
1sxekzjeHJaqkZbpaaGR9x,Los Acosta,"['banda', 'grupera', 'musica mexicana', 'norteno']"
4OBbOrkD4geIjOLrICN3wO,Inspectah Deck,"['east coast hip hop', 'hardcore hip hop']"
7FaGCZiP3s6X7jQTB8EhfI,Naresh Iyer,['filmi']
03SZmfKAgYRQKUwy0EoJUa,Roop Kumar Rathod,"['filmi', 'modern bollywood', 'sufi']"
3jc496ljiyrS3ECrD7QiqL,Gipsy Kings,"['flamenco', 'rumba', 'world']"
2hGh5VOeeqimQFxqXvfCUf,John Coltrane,"['bebop', 'free jazz', 'jazz', 'jazz saxophone', 'vocal jazz']"
33EUXrFKGjpUSGacqEHhU4,Iggy Pop,"['alternative rock', 'glam rock', 'permanent wave', 'protopunk', 'rock']"
3rfgbfpPSfXY40lzRK7Syt,Barry White,"['disco', 'quiet storm', 'soul']"
1xU878Z1QtBldR7ru9owdU,Phoenix,"['alternative dance', 'indie rock', 'modern rock', 'neo-synthpop', 'new rave', 'rock independant francais', 'shimmer pop']"
6GfiCQDFYANz5wUkSmb3Dr,Thousand Foot Krutch,"['alternative metal', 'canadian ccm', 'canadian metal', 'canadian rock', 'christian alternative rock', 'christian rock', 'rap metal']"
3vbKDsSS70ZX9D2OcvbZmS,Beck,"['alternative rock', 'anti-folk', 'permanent wave', 'rock']"
1R6Hx1tJ2VOUyodEpC12xM,Jim Croce,"['classic rock', 'country rock', 'folk', 'folk rock', 'heartland rock', 'mellow gold', 'singer-songwriter', 'soft rock']"
0cmWgDlu9CwTgxPhf403hb,Bonobo,"['downtempo', 'electronica', 'indietronica', 'instrumental hip hop', 'jazztronica', 'nu jazz', 'trip hop']"
1YzCsTRb22dQkh9lghPIrp,Billie Holiday,"['adult standards', 'harlem renaissance', 'jazz', 'jazz blues', 'soul', 'swing', 'torch song', 'vocal jazz']"
2iEvnFsWxR0Syqu2JNopAd,Smash Mouth,"['pop rock', 'post-grunge']"
3dkbV4qihUeMsqN4vBGg93,Al Green,"['classic soul', 'funk', 'memphis soul', 'quiet storm', 'soul', 'soul blues', 'southern soul']"
3pFCERyEiP5xeN2EsPXhjI,Joe Cocker,"['album rock', 'blues rock', 'classic rock', 'folk rock', 'heartland rock', 'mellow gold', 'rock', 'singer-songwriter', 'soft rock']"
1zxDewzd2j1ZdSBGaYcr0y,The Outfield,"['album rock', 'power pop']"
60nua3AsVSfADZtg5Hdz3W,La Mosca Tse-Tse,"['latin alternative', 'latin rock', 'rock en espanol', 'ska argentino']"
0f3EsoviYnRKTkmayI3cux,Men At Work,"['album rock', 'australian rock', 'classic rock', 'hard rock', 'heartland rock', 'mellow gold', 'new romantic', 'new wave', 'new wave pop', 'rock', 'soft rock']"
1TrfxjXu8quyDw05p2bacX,Kenny Dope,"['chicago house', 'deep house', 'soulful house']"
5ixQSDvAMa5O758xG8MWXT,mor ve ötesi,"['turkish alternative', 'turkish alternative rock', 'turkish rock']"
2weA6hhVqTIN2gSn9PUB9U,Celia Cruz,"['cha-cha-cha', 'cuban rumba', 'mambo', 'musica tradicional cubana', 'salsa']"
3jO7X5KupvwmWTHGtHgcgo,Charly García,"['argentine rock', 'latin alternative', 'latin rock', 'post-punk argentina', 'rock en espanol']"
2JyWXPbkqI5ZJa3gwqVa0c,Craig David,['british soul']
1bZNv4q3OxYq7mmnLha7Tu,Fito Paez,"['argentine rock', 'latin alternative', 'latin rock', 'rock en espanol']"
3lPQ2Fk5JOwGWAF3ORFCqH,John Mellencamp,"['album rock', 'classic rock', 'country rock', 'folk rock', 'hard rock', 'heartland rock', 'mellow gold', 'rock', 'singer-songwriter', 'soft rock']"
1c22GXH30ijlOfXhfLz9Df,Elvis Crespo,"['latin pop', 'salsa', 'tropical']"
5tth2a3v0sWwV1C7bApBdX,Lil' Kim,"['dance pop', 'east coast hip hop', 'hip hop', 'hip pop', 'pop rap', 'r&b', 'rap', 'southern hip hop', 'trap queen', 'urban contemporary']"
5VX8hxrcfJWwaTLiqGUHG3,TobyMac,"['ccm', 'christian alternative rock', 'christian hip hop', 'christian music']"
3qZ2n5keOAat1SoF6bHwmb,Zeca Pagodinho,"['mpb', 'pagode', 'partido alto', 'samba', 'samba de roda']"
5pnbUBPifNnlusY8kTBivi,Jadakiss,"['battle rap', 'east coast hip hop', 'trap']"
3PfJE6ebCbCHeuqO4BfNeA,London Philharmonic Orchestra,"['british orchestra', 'orchestra']"
4iCwCMnqsNZ6atvRiADgtn,RZA,"['east coast hip hop', 'hardcore hip hop']"
13YmWQJFwgZrd4bf5IjMY4,Brad Paisley,"['contemporary country', 'country', 'country road']"
2dyeCWctcFRt3Pha76ONgb,"Hank Williams, Jr.","['country', 'country rock', 'outlaw country']"
3IpQziA6YwD53PQ5xbwgLF,Jóhann Jóhannsson,"['compositional ambient', 'experimental classical', 'icelandic classical', 'icelandic experimental', 'nordic soundtrack', 'soundtrack']"
7urq0VfqxEYEEiZUkebXT4,112,"['atl hip hop', 'boy band', 'contemporary r&b', 'hip pop', 'r&b', 'urban contemporary']"
5HcunTidTUrOaf8V0iJcvl,Nusrat Fateh Ali Khan,"['classic pakistani pop', 'filmi', 'indian fusion', 'pakistani folk', 'qawwali', 'sufi', 'world']"
05oH07COxkXKIMt6mIPRee,Brandy,"['contemporary r&b', 'dance pop', 'hip pop', 'r&b', 'urban contemporary']"
2Mu8h5sFkOziL0Rfn7FXIA,Leo Mattioli,"['cumbia santafesina', 'cumbia villera']"
0rSTXALHu0EKAawPLBdODH,Marisa Monte,['mpb']
7iWcRnQMinCoV2u5ICgsW0,Udo Lindenberg,"['german pop', 'german rock']"
2LJxr7Pt3JnP60eLxwbDOu,Mandy Moore,"['dance pop', 'neo mellow', 'post-teen pop']"
5isi7xwETQC1HbzQSaOufS,Santiago Ziesmer,[]
7hLjkyL9Pz9xtQNahzJZki,Belo,['pagode']
2jp3Fk52x0HbymU0lNYbSC,Outlawz,"['detroit hip hop', 'gangster rap']"
48bKH1ugFBhERC1rdojP9d,Dewa 19,"['classic indonesian rock', 'indonesian pop', 'indonesian rock']"
1wiBLzTI7z9RUwEpNPdFT6,Mase,"['contemporary r&b', 'gangster rap', 'hardcore hip hop', 'harlem hip hop', 'hip hop', 'hip pop', 'r&b', 'southern hip hop', 'urban contemporary']"
32lXHXuhXtdA2j3IDXNND4,Cuisillos De Arturo Macias,"['banda', 'banda jalisciense', 'musica mexicana', 'norteno']"
0wv5i0ds2z040yx7oL6UZy,Leon James,['tamil pop']
1z8Z3JjXWNa7xbeXcyFZMt,Los Yonic's,"['banda', 'grupera', 'gruperas inmortales', 'musica mexicana', 'norteno', 'ranchera']"
46WT0eTBzCslHoVsLahvfE,Banda Pequeños Musical,"['banda', 'banda jalisciense', 'musica mexicana', 'norteno', 'tecnobanda']"
3m49WVMU4zCkaVEKb8kFW7,Ilaiyaraaja,"['classic kollywood', 'filmi']"
432R46LaYsJZV2Gmc4jUV5,Joy Division,"['alternative rock', 'art rock', 'indie rock', 'madchester', 'new wave', 'post-punk', 'punk', 'rock', 'uk post-punk']"
06nsZ3qSOYZ2hPVIMcr1IN,J.J. Cale,"['blues', 'blues rock', 'folk rock', 'roots rock', 'singer-songwriter']"
0GDGKpJFhVpcjIGF8N6Ewt,Gojira,"['alternative metal', 'french death metal', 'french metal', 'groove metal', 'metal', 'nu metal', 'progressive groove metal']"
6twIAGnYuIT1pncMAsXnEm,Commodores,"['adult standards', 'disco', 'funk', 'mellow gold', 'motown', 'quiet storm', 'soft rock', 'soul']"
3rxeQlsv0Sc2nyYaZ5W71T,Chet Baker,"['cool jazz', 'jazz', 'jazz trumpet', 'vocal jazz']"
0Mz5XE0kb1GBnbLQm2VbcO,Mos Def,"['conscious hip hop', 'east coast hip hop', 'hip hop']"
1yAwtBaoHLEDWAnWR87hBT,Modest Mouse,"['alternative rock', 'chamber pop', 'indie rock', 'indietronica', 'modern rock', 'washington indie']"
3JFsVIxOn7STeilPICkkB2,Lamb of God,"['alternative metal', 'groove metal', 'melodic metalcore', 'metal', 'nu metal', 'virginia metal']"
0YrtvWJMgSdVrk3SfNjTbx,Death Cab for Cutie,"['alternative rock', 'canadian indie', 'chamber pop', 'indie rock', 'indietronica', 'modern rock', 'seattle indie', 'washington indie']"
60rpJ9SgigSd16DOAG7GSa,Billy Ray Cyrus,['country rock']
3Ker27Wbb9OcUHGs54JIAz,Los Panchos,"['bolero', 'bolero mexicano', 'ranchera']"
5nLYd9ST4Cnwy6NHaCxbj8,CeeLo Green,['atl hip hop']
5zaXYwewAXedKNCff45U5l,Dusty Springfield,"['adult standards', 'british invasion', 'soul', 'vocal jazz']"
0GByy3DcfbQwDvXGCWmzv9,Pretenders,"['album rock', 'classic rock', 'mellow gold', 'new romantic', 'new wave', 'new wave pop', 'permanent wave', 'rock', 'soft rock']"
2ApaG60P4r0yhBoDCGD8YG,Elliott Smith,"['alternative rock', 'indie rock', 'melancholia', 'singer-songwriter']"
7C4sUpWGlTy7IANjruj02I,Peter Gabriel,"['album rock', 'art rock', 'classic rock', 'mellow gold', 'new romantic', 'new wave', 'permanent wave', 'progressive rock', 'rock', 'singer-songwriter', 'soft rock']"
4xtWjIlVuZwTCeqVAsgEXy,Insane Clown Posse,['rap rock']
55vs7NT1KxcFjbMC4y202E,REO Speedwagon,"['album rock', 'classic rock', 'glam metal', 'hard rock', 'heartland rock', 'mellow gold', 'rock', 'soft rock']"
7Js6Lde8thlIHXggv2SCBz,Europe,"['album rock', 'glam metal', 'hard rock', 'rock', 'swedish hard rock', 'swedish melodic rock']"
3UbyYnvNIT5DFXU4WgiGpP,Whitesnake,"['album rock', 'british blues', 'classic rock', 'glam metal', 'hard rock', 'metal', 'rock']"
7oEkUINVIj1Nr3Wnj8tzqr,Gilberto Gil,"['bossa nova', 'mpb', 'samba', 'tropicalia', 'violao']"
5l4nhyz8876RhgE2d18h65,Vasco Rossi,"['classic italian pop', 'italian adult pop']"
7opp16lU7VM3l2WBdGMYHP,Héctor Lavoe,"['salsa', 'salsa puertorriquena', 'tropical']"
5kkVPwCLmdkqaSQpptZtXj,Kingpin Skinny Pimp,"['crunk', 'memphis hip hop', 'phonk']"
4rUyBlggM5tZUH5QZn9ZuO,Silvio Rodríguez,"['cantautor', 'latin alternative', 'nueva cancion', 'trova']"
49Z1AvGeUaBSanPaOmplK6,Andrés Cepeda,['colombian pop']
2p0UyoPfYfI76PCStuXfOP,Franz Schubert,"['classical', 'classical era', 'early romantic era']"
1ZVoRDO29AlDXiMkRLMZSK,La Ley,"['chilean rock', 'latin alternative', 'latin pop', 'latin rock', 'rock en espanol']"
7jmTilWYlKOuavFfmQAcu6,Barbra Streisand,"['adult standards', 'operatic pop', 'soft rock']"
2eogQKWWoohI3BSnoG7E2U,Donna Summer,"['disco', 'hi-nrg', 'new wave pop', 'soft rock']"
5ihY290YPGc3aY2xTyx7Gy,Edvard Grieg,"['classical', 'late romantic era', 'norwegian classical']"
0LALueHEQunQ2d61fXGeZh,Diego Torres,"['latin pop', 'pop argentino']"
7JoWcJHDOG58JYTe6d400S,Zé Ramalho,['mpb']
6ZZ2DeepA3GpoGU4KwqSlU,Luciano Pereyra,"['argentine telepop', 'folklore argentino']"
5NDMothbpdpq2xHqSjrrWn,Faith Evans,"['contemporary r&b', 'hip pop', 'r&b', 'urban contemporary']"
0A1oy7PC7fdzURgaLaWkL1,Lulu Santos,"['brazilian rock', 'mpb', 'pop nacional']"
0wi4yTYlGtEnbGo4ltZTib,Shakin' Stevens,"['classic uk pop', 'rockabilly']"
5re6NsyXzHg6uvNimzQ3F6,Jota Quest,"['brazilian rock', 'mpb', 'pop rock brasileiro', 'rock mineiro', 'rock nacional brasileiro']"
4N5fp4zhTsVITZTVfsXpc2,Víctor Manuelle,"['latin pop', 'modern salsa', 'salsa', 'salsa peruana', 'salsa puertorriquena', 'tropical']"
7jerD1mbWgyDukHAmCvdCj,Javier Solís,"['bolero', 'bolero mexicano', 'mariachi', 'ranchera']"
3wVXTWabe3viT0jF7DfjOL,Vedo,['pop r&b']
6VPRGmbZ0dupZrbwwEDRRw,Exaltasamba,"['axe', 'pagode', 'pagode novo', 'samba paulista', 'sertanejo universitario']"
25NQNriVT2YbSW80ILRWJa,Faith Hill,"['contemporary country', 'country', 'country dawn', 'country road']"
1qma7XhwZotCAucL7NHVLY,Mr.Children,"['classic j-pop', 'j-pop', 'j-rock']"
7xTKLpo7UCzXSnlH7fOIoM,Redman,"['east coast hip hop', 'hardcore hip hop', 'new jersey rap', 'wu fam']"
5IaAggho4F1gWHE5REe1e8,Los Rehenes,"['grupera', 'gruperas inmortales', 'musica mexicana', 'norteno']"
10XY9PZCJKzUFzZOdtlQLU,LX,"['german hip hop', 'hamburg hip hop']"
3zTOe1BtyTkwNvYZOxXktX,Joe,"['contemporary r&b', 'r&b', 'urban contemporary']"
5AboYJAlMb9FGadTTDKRoN,Ebru Gündeş,"['arabesk', 'turkish folk', 'turkish pop']"
0aUQnP4HhUQXcurZl9GJIA,Vijay Yesudas,['filmi']
1nJvji2KIlWSseXRSlNYsC,The Velvet Underground,"['alternative rock', 'melancholia', 'permanent wave', 'protopunk', 'rock']"
32ogthv0BdaSMPml02X9YB,The Cinematic Orchestra,"['downtempo', 'nu jazz']"
65HuWBUC1d8ty1q6J42Nfi,Cultura Profética,"['latin alternative', 'latin rock', 'reggae en espanol', 'rock en espanol']"
5KDIH2gF0VpelTqyQS7udb,Staind,"['alternative metal', 'nu metal', 'post-grunge']"
05YVYeV4HxYp5rrWalvuE1,"Grover Washington, Jr.",['soul jazz']
0FMucZsEnCxs5pqBjHjIc8,Stan Getz,"['bebop', 'bossa nova', 'cool jazz', 'jazz', 'jazz saxophone', 'latin jazz', 'samba-jazz', 'vocal jazz']"
2TI7qyDE0QfyOlnbtfDo7L,Dave Matthews Band,"['jam band', 'neo mellow', 'pop rock']"
0xliTEbFfy5HQHvsTknTkX,Alphaville,"['new romantic', 'new wave pop', 'synthpop']"
5PokPZn11xzZXyXSfnvIM3,Lifehouse,"['neo mellow', 'pop rock', 'post-grunge']"
0hSFeqPehe7FtCNWuQ6Bsy,BUMP OF CHICKEN,"['j-pop', 'j-rock']"
1bj5GrcLom5gZFF5t949Xl,Martin Solveig,"['disco house', 'edm', 'electro house', 'filter house', 'house', 'pop dance', 'vocal house']"
5RK6c1tyaKpwcDpbgCGNgj,El Canto Del Loco,"['latin arena pop', 'spanish pop', 'spanish pop rock']"
3EhbVgyfGd7HkpsagwL9GS,Alice Cooper,"['album rock', 'classic rock', 'detroit rock', 'glam metal', 'glam rock', 'hard rock', 'metal', 'protopunk', 'rock']"
7dnB1wSxbYa8CejeVg98hz,Meat Loaf,['album rock']
3NRFinRTEqUCfaTTZmk8ek,Savage Garden,"['boy band', 'dance pop', 'pop rock']"
7jZM5w05mGhw6wTB1okhD9,ATB,"['german dance', 'german techno', 'german trance', 'trance']"
71jzN72g8qWMCMkWC5p1Z0,Alexandre Desplat,"['french soundtrack', 'orchestral soundtrack', 'soundtrack']"
0vYQRW5LIDeYQOccTviQNX,Kris Kristofferson,"['country', 'country rock', 'outlaw country', 'singer-songwriter']"
3TaTCYiv3QcamWjvRCcz6Q,Gavin Greenaway,"['british soundtrack', 'soundtrack']"
3C4MmUJYQN9svNdedAR2BK,Lisa Gerrard,"['ethereal wave', 'neoclassical darkwave', 'oceania soundtrack', 'soundtrack']"
5qBZETtyzfYnXOobDXbmcD,Danny Elfman,"['orchestral soundtrack', 'soundtrack']"
7FnZWGw9lwOr7WzieTKEPR,Los Pericos,"['argentine reggae', 'argentine rock', 'latin alternative', 'latin rock', 'mexican rock', 'rock en espanol', 'ska argentino']"
4N8BwYTEC6XqykGvXXlmfv,George Benson,"['jazz funk', 'jazz guitar', 'smooth jazz', 'soul jazz', 'yacht rock']"
6I3M904Y9IwgDjrQ9pANiB,Kenny G,"['smooth jazz', 'smooth saxophone']"
4FtSnMlCVxCswABUmdhwpm,Carly Simon,"['classic rock', 'folk', 'folk rock', 'heartland rock', 'mellow gold', 'singer-songwriter', 'soft rock']"
6x9jRPDmA8Ihpw3A9FBowD,Böhse Onkelz,"['german hard rock', 'german rock']"
0ugRf6ECGBFRCHlv9iG1No,Stephen Cleobury,"['cambridge choir', 'choral']"
6xlRSRMLgZbsSNd0BMobwy,DENNIS,"['funk carioca', 'funk das antigas', 'sertanejo universitario']"
1ADdpen72RPuafRcv0YRBf,Antonio Orozco,"['pop flamenco', 'spanish pop']"
26s8LSolLfCIY88ysQbIuT,Three 6 Mafia,"['crunk', 'dirty south rap', 'gangster rap', 'memphis hip hop', 'southern hip hop', 'tennessee hip hop', 'trap']"
0Kekt6CKSo0m5mivKcoH51,Sergei Rachmaninoff,"['classical', 'post-romantic era', 'russian romanticism', 'ukrainian classical']"
0GNq4xh8uFCyihPurnunf7,Engenheiros Do Hawaii,"['brazilian rock', 'pop rock brasileiro', 'rock gaucho', 'rock nacional brasileiro']"
19y5MFBH7gohEdGwKM7QsP,Luther Vandross,"['quiet storm', 'soul']"
5Wabl1lPdNOeIn0SQ5A1mp,Cocteau Twins,"['alternative rock', 'art pop', 'dream pop', 'ethereal wave', 'melancholia', 'new wave', 'scottish indie', 'shoegaze', 'synthpop']"
3yS84AjNFqhmuJlIXy7sax,Laxmikant–Pyarelal,"['classic bollywood', 'filmi']"
6V3F8MZrOKdT9fU686ybE9,Mark Morrison,['british soul']
1pTuR132U5b4Rizal2Pr7m,Randy Travis,"['contemporary country', 'country', 'country gospel', 'country road']"
78sEozQOEJxzXegUuqRSgH,Daniel Barenboim,"['classical', 'classical performance', 'israeli classical piano']"
2M4Yt7oKGoYd0wqU44k4i2,Travis Tritt,"['contemporary country', 'country', 'country road', 'outlaw country']"
6vetaGijEBK3wfhtCUWRBS,Lilly Goodman,['latin christian']
4x7kxyIgzgtrHYDQ8SCzo2,Marcos Witt,['latin christian']
